SHOP_WEEK,date,SHOP_WEEKDAY,SHOP_HOUR,sales,SPEND,item,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,store,STORE_FORMAT,STORE_REGION
200607,20060416,1,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000621048,UM,OT,994100100524492,S,MM,Small Shop,Grocery,STORE01758,XLS,S01
200607,20060415,7,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000862470,LA,YF,994100100669758,L,LA,Full Shop,Fresh,STORE01947,LS,E01
200607,20060415,7,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000961272,MM,YF,994100100729311,L,MM,Top Up,Fresh,STORE01972,MS,E02
200607,20060415,7,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000130216,MM,YF,994100100230826,L,MM,Full Shop,Mixed,STORE00101,MS,E01
200607,20060412,4,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000148319,UM,YF,994100100241618,L,MM,Full Shop,Mixed,STORE00140,LS,W02
200607,20060410,2,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000629101,UM,OT,994100100529476,L,UM,Top Up,Fresh,STORE00210,MS,N01
200607,20060411,3,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000420649,LA,OT,994100100404331,L,LA,Full Shop,Mixed,STORE00216,MS,W01
200607,20060410,2,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000601547,UM,OT,994100100512799,M,MM,Top Up,Fresh,STORE00246,MS,S02
200607,20060415,7,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100047224,S,UM,Small Shop,Grocery,STORE00282,SS,W03
200607,20060416,1,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100002776,L,LA,Full Shop,Mixed,STORE00361,MS,E03
200607,20060413,5,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000446580,UM,OF,994100100419905,L,UM,Top Up,Fresh,STORE00708,LS,W02
200607,20060411,3,8,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000730605,LA,OT,994100100590977,L,LA,Top Up,Grocery,STORE00773,LS,W02
200607,20060410,2,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000250419,UM,PE,994100100302578,M,MM,Top Up,Fresh,STORE00824,MS,N03
200607,20060413,5,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000003311,UM,OT,994100100154533,L,UM,Full Shop,Fresh,STORE00927,MS,E03
200607,20060414,6,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100036552,L,UM,Top Up,Fresh,STORE00966,MS,N03
200607,20060411,3,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000747331,MM,PE,994100100601034,L,LA,Top Up,Mixed,STORE01041,LS,S01
200607,20060414,6,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000028813,MM,OA,994100100170080,M,UM,Small Shop,Fresh,STORE01160,LS,W02
200607,20060411,3,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000565465,UM,YF,994100100491073,L,UM,Top Up,Fresh,STORE01198,LS,N02
200607,20060412,4,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000846250,MM,OA,994100100660251,M,LA,Small Shop,Grocery,STORE01253,LS,W02
200607,20060414,6,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000401141,UM,OT,994100100392618,L,MM,Top Up,Mixed,STORE01338,LS,N02
200607,20060414,6,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100148202,L,UM,Full Shop,Mixed,STORE01420,MS,N02
200607,20060410,2,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000423777,MM,YF,994100100406214,L,UM,Top Up,Mixed,STORE01759,SS,E01
200607,20060411,3,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000708484,UM,NULL,994100100577549,L,MM,Full Shop,Mixed,STORE01854,LS,W03
200607,20060416,1,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100118309,L,MM,Top Up,Mixed,STORE01978,LS,N02
200607,20060411,3,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000226987,LA,OT,994100100288664,M,MM,Top Up,Fresh,STORE02231,LS,E02
200607,20060413,5,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000233137,LA,OT,994100100292401,L,LA,Top Up,Fresh,STORE00076,LS,N02
200607,20060416,1,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000576176,UM,OT,994100100497503,M,LA,Small Shop,Grocery,STORE00353,LS,S03
200607,20060410,2,11,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000732937,UM,YF,994100100592324,M,UM,Small Shop,Mixed,STORE00353,LS,S03
200607,20060415,7,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000787244,UM,OT,994100100624576,M,LA,Small Shop,Grocery,STORE00353,LS,S03
200607,20060411,3,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000940113,UM,OT,994100100716682,L,UM,Full Shop,Fresh,STORE00386,LS,S02
200607,20060416,1,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000854718,UM,YA,994100100665126,S,MM,Small Shop,Grocery,STORE00526,SS,W03
200607,20060410,2,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000287252,MM,NULL,994100100324544,M,MM,Small Shop,Grocery,STORE00616,MS,N03
200607,20060413,5,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000580885,LA,OA,994100100500367,L,LA,Full Shop,Mixed,STORE00944,MS,E02
200607,20060413,5,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100143137,M,UM,Small Shop,Grocery,STORE00960,MS,W01
200607,20060416,1,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000670022,UM,OT,994100100554078,L,UM,Full Shop,Grocery,STORE01109,LS,S03
200607,20060416,1,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000828790,UM,OA,994100100649664,L,MM,Full Shop,Grocery,STORE01287,LS,N01
200607,20060412,4,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100061429,M,MM,Top Up,Fresh,STORE01502,MS,S01
200607,20060410,2,11,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000236630,UM,NULL,994100100294463,L,MM,Full Shop,Mixed,STORE01681,SS,E03
200607,20060414,6,21,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000561417,UM,OA,994100100488616,L,UM,Top Up,Fresh,STORE01794,LS,W01
200607,20060412,4,18,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100016742,L,MM,Full Shop,Fresh,STORE01794,LS,W01
200607,20060415,7,13,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000114366,UM,YF,994100100221283,L,UM,Full Shop,Fresh,STORE01892,MS,S01
200607,20060412,4,17,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000835563,MM,YF,994100100653726,L,UM,Full Shop,Mixed,STORE01948,LS,E03
200607,20060410,2,16,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000810980,UM,OT,994100100638907,L,UM,Top Up,Fresh,STORE01981,LS,S01
200607,20060414,6,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100149408,M,MM,Top Up,Fresh,STORE01981,LS,S01
200607,20060412,4,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000009685,UM,NULL,994100100158467,M,UM,Small Shop,Fresh,STORE02031,MS,N02
200607,20060411,3,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000118991,UM,PE,994100100224063,M,UM,Small Shop,Grocery,STORE02277,MS,N02
200607,20060410,2,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000227510,MM,OA,994100100288926,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060410,2,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000374453,UM,OT,994100100376808,M,MM,Top Up,Mixed,STORE00223,LS,N01
200607,20060410,2,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000675615,LA,YA,994100100557378,L,LA,Full Shop,Mixed,STORE00500,LS,N02
200607,20060412,4,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000441005,MM,OT,994100100416673,L,MM,Full Shop,Fresh,STORE00603,MS,W01
200607,20060411,3,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000570801,MM,OT,994100100494224,L,MM,Full Shop,Mixed,STORE00603,MS,W01
200607,20060412,4,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000587911,UM,YF,994100100504613,L,UM,Top Up,Fresh,STORE00633,LS,E01
200607,20060415,7,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000971224,LA,PE,994100100735398,M,UM,Small Shop,Fresh,STORE00724,MS,E03
200607,20060414,6,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000053248,MM,OT,994100100184837,L,MM,Full Shop,Mixed,STORE00840,LS,N02
200607,20060410,2,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000101308,LA,YA,994100100213516,L,LA,Full Shop,Mixed,STORE00894,LS,W01
200607,20060411,3,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000756040,MM,OT,994100100606219,L,MM,Full Shop,Mixed,STORE00894,LS,W01
200607,20060415,7,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000024474,UM,OT,994100100167450,M,MM,Small Shop,Fresh,STORE01080,MS,S03
200607,20060416,1,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000326055,UM,OT,994100100348065,L,UM,Full Shop,Mixed,STORE01300,LS,S03
200607,20060411,3,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000181832,UM,OT,994100100261708,M,MM,Top Up,Fresh,STORE01352,LS,E01
200607,20060413,5,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000839205,LA,YF,994100100655929,M,MM,Small Shop,Fresh,STORE01532,SS,S01
200607,20060414,6,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000244538,UM,OA,994100100299115,L,UM,Full Shop,Fresh,STORE01859,LS,N02
200607,20060413,5,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000365975,UM,OT,994100100371836,L,UM,Top Up,Fresh,STORE01859,LS,N02
200607,20060415,7,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000230889,MM,YF,994100100291038,L,MM,Top Up,Mixed,STORE01968,LS,N01
200607,20060410,2,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000528285,UM,OT,994100100468768,M,UM,Top Up,Fresh,STORE02292,LS,N01
200607,20060414,6,8,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000865668,XX,OT,994100100671733,L,MM,Top Up,Grocery,STORE02292,LS,N01
200607,20060411,3,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000906301,LA,YA,994100100696434,S,LA,Small Shop,Grocery,STORE02292,LS,N01
200607,20060413,5,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000066246,UM,OT,994100100192640,L,MM,Top Up,Fresh,STORE02339,XLS,E02
200607,20060416,1,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000105651,MM,YF,994100100216080,L,MM,Full Shop,Fresh,STORE00030,LS,W03
200607,20060415,7,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100071690,L,LA,Top Up,Mixed,STORE00078,LS,S01
200607,20060414,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000984242,UM,OF,994100100743205,L,UM,Full Shop,Fresh,STORE00317,MS,W01
200607,20060414,6,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000604103,MM,OA,994100100514405,L,MM,Full Shop,Mixed,STORE00473,SS,E01
200607,20060411,3,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000074931,UM,OT,994100100197811,L,UM,Top Up,Fresh,STORE00587,LS,E02
200607,20060411,3,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000165596,UM,OA,994100100252057,L,UM,Full Shop,Fresh,STORE00587,LS,E02
200607,20060412,4,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000487184,MM,NULL,994100100444233,L,MM,Full Shop,Fresh,STORE00587,LS,E02
200607,20060412,4,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000071614,UM,YA,994100100195837,L,MM,Full Shop,Fresh,STORE00694,LS,E01
200607,20060415,7,20,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000869787,XX,NULL,994100100674231,L,MM,Full Shop,Mixed,STORE00714,LS,N01
200607,20060412,4,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000391840,MM,OA,994100100387108,L,UM,Full Shop,Fresh,STORE00752,LS,S02
200607,20060414,6,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000290785,MM,OT,994100100326686,L,MM,Top Up,Mixed,STORE00884,LS,N03
200607,20060415,7,19,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000851012,UM,YF,994100100662964,L,UM,Top Up,Fresh,STORE00933,XLS,N02
200607,20060414,6,13,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000363165,MM,OT,994100100370227,L,MM,Top Up,Fresh,STORE01051,MS,S02
200607,20060415,7,14,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000278737,LA,YF,994100100319497,M,UM,Top Up,Fresh,STORE01390,MS,N03
200607,20060416,1,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000437872,MM,OA,994100100414686,L,MM,Full Shop,Mixed,STORE01534,MS,W02
200607,20060413,5,21,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100111992,L,MM,Top Up,Fresh,STORE01600,LS,W02
200607,20060411,3,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000020577,MM,PE,994100100165102,L,MM,Full Shop,Fresh,STORE02133,SS,W03
200607,20060415,7,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000281375,UM,OA,994100100321128,L,MM,Top Up,Mixed,STORE02255,MS,W02
200607,20060411,3,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100043054,L,MM,Top Up,Grocery,STORE02487,LS,E01
200607,20060413,5,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000520801,MM,YA,994100100464381,M,MM,Small Shop,Fresh,STORE02499,SS,S01
200607,20060412,4,19,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000769366,MM,OT,994100100613928,L,UM,Full Shop,Mixed,STORE02750,LS,W02
200607,20060416,1,20,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000750595,UM,NULL,994100100602984,L,UM,Top Up,Fresh,STORE00065,LS,W03
200607,20060414,6,12,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100122937,L,LA,Full Shop,Mixed,STORE00107,LS,N01
200607,20060413,5,11,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000537183,MM,OT,994100100473958,L,MM,Top Up,Fresh,STORE00159,SS,S03
200607,20060410,2,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000664308,UM,YF,994100100550591,L,UM,Full Shop,Mixed,STORE00402,LS,S02
200607,20060410,2,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100016290,L,UM,Top Up,Mixed,STORE00402,LS,S02
200607,20060413,5,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000476630,UM,OA,994100100437819,M,UM,Small Shop,Nonfood,STORE00479,LS,W01
200607,20060416,1,10,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000504224,UM,YF,994100100454346,L,UM,Full Shop,Mixed,STORE00980,LS,S01
200607,20060413,5,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100010853,L,MM,Full Shop,Mixed,STORE01095,MS,N01
200607,20060416,1,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000227671,MM,OA,994100100288991,M,MM,Top Up,Mixed,STORE01131,LS,E03
200607,20060414,6,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000071629,MM,YA,994100100195849,L,MM,Top Up,Grocery,STORE01371,MS,E01
200607,20060410,2,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000843727,MM,OT,994100100658675,L,MM,Full Shop,Fresh,STORE01469,XLS,N01
200607,20060413,5,8,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000703656,UM,YA,994100100574575,M,MM,Top Up,Mixed,STORE01501,MS,W02
200607,20060411,3,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000292036,MM,YF,994100100327440,L,MM,Top Up,Fresh,STORE01675,MS,W03
200607,20060411,3,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000953613,MM,OA,994100100724720,L,MM,Full Shop,Fresh,STORE01792,LS,W01
200607,20060414,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100059171,L,UM,Full Shop,Mixed,STORE02104,LS,N01
200607,20060416,1,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000572394,UM,OT,994100100495157,S,MM,Small Shop,Grocery,STORE02377,MS,S02
200607,20060413,5,18,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000317833,MM,OT,994100100343091,L,MM,Full Shop,Mixed,STORE02472,LS,S01
200607,20060411,3,19,3,3.42,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000100686,UM,OT,994100100213133,L,UM,Top Up,Fresh,STORE02495,LS,E03
200607,20060416,1,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000020539,MM,OA,994100100165079,L,LA,Full Shop,Mixed,STORE02508,MS,S01
200607,20060413,5,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000000936,LA,OT,994100100153144,L,UM,Top Up,Mixed,STORE02653,LS,W02
200607,20060410,2,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000049544,MM,YF,994100100182714,L,MM,Top Up,Grocery,STORE02692,LS,N01
200607,20060414,6,16,4,4.56,PRD0900003,CL00144,DEP00051,G00015,D00003,NULL,NULL,NULL,994100100060352,L,MM,Full Shop,Mixed,STORE02806,LS,S01
